alias_id,violation_id,alias_text,alias_type
ND168_22_3_c_0554_a0,ND168_22_3_c_0554,"Chở hàng siêu trường, siêu trọng không đúng tuyến đường trong giấy phép lưu hành",canonical
ND168_22_3_d_0555_a0,ND168_22_3_d_0555,"Chở hàng siêu trường, siêu trọng không đúng loại hàng trong giấy phép lưu hành",canonical
ND168_22_3_b_0556_a0,ND168_22_3_b_0556,"Chở hàng siêu trường, siêu trọng vượt quá tổng trọng lượng trong giấy phép lưu hành",canonical
ND168_22_5_0557_a0,ND168_22_5_0557,"hành vi vi phạm quy định tại điểm a khoản 3 Điều 22 Nghị định số 168/2024/NĐ-CP (Cụ thể: Chở hàng siêu trường, siêu trọng không có giấy phép lưu hành hoặc có giấy phép lưu hành nhưng đã hết giá trị sử dụng hoặc sử dụng giấy phép lưu hành không do cơ quan có thẩm quyền cấp)",canonical
ND168_22_4_0558_a0,ND168_22_4_0558,"hành vi vi phạm quy định tại khoản 1, khoản 2, khoản 3 Điều 22 Nghị định số 168/2024/NĐ-CP (Cụ thể: Chở hàng siêu trường, siêu trọng không có báo hiệu kích thước của hàng theo quy định; hành vi chở hàng siêu trường, siêu trọng có giấy phép lưu hành còn giá trị sử dụng nhưng kích thước bao ngoài của xe (sau khi đã xếp hàng lên xe) vượt quá quy định trong giấy phép lưu hành; Chở hàng siêu trường, siêu trọng không có giấy phép lưu hành hoặc có giấy phép lưu hành nhưng đã hết giá trị sử dụng hoặc sử dụng giấy phép lưu hành không do cơ quan có thẩm quyền cấp; Chở hàng siêu trường, siêu trọng có giấy phép lưu hành còn giá trị sử dụng nhưng đi không đúng tuyến đường quy định trong giấy phép lưu hành; Chở hàng siêu trường, siêu trọng có giấy phép lưu hành còn giá trị sử dụng nhưng chở không đúng loại hàng quy định trong giấy phép lưu hành.; Chở hàng siêu trường, siêu trọng có giấy phép lưu hành còn giá trị sử dụng nhưng tổng trọng lượng (sau khi đã xếp hàng lên xe) vượt quá quy định trong giấy phép lưu hành)",canonical
ND168_22_6_a_0559_a0,ND168_22_6_a_0559,"Thực hiện hành vi quy định tại khoản 1 Điều 22 Nghị định số 168/2024/NĐ-CP (Cụ thể: Chở hàng siêu trường, siêu trọng không có báo hiệu kích thước của hàng theo quy định)",canonical
ND168_23_1_0560_a0,ND168_23_1_0560,Không làm sạch hoặc bóc biểu trưng nguy hiểm sau khi vận chuyển hàng hoá nguy hiểm,canonical
ND168_22_6_b_0561_a0,ND168_22_6_b_0561,"Thực hiện hành vi quy định tại khoản 2, khoản 3 Điều 22 Nghị định số 168/2024/NĐ-CP (Cụ thể: hành vi chở hàng siêu trường, siêu trọng có giấy phép lưu hành còn giá trị sử dụng nhưng kích thước bao ngoài của xe (sau khi đã xếp hàng lên xe) vượt quá quy định trong giấy phép lưu hành; Chở hàng siêu trường, siêu trọng không có giấy phép lưu hành hoặc có giấy phép lưu hành nhưng đã hết giá trị sử dụng hoặc sử dụng giấy phép lưu hành không do cơ quan có thẩm quyền cấp; Chở hàng siêu trường, siêu trọng có giấy phép lưu hành còn giá trị sử dụng nhưng đi không đúng tuyến đường quy định trong giấy phép lưu hành; Chở hàng siêu trường, siêu trọng có giấy phép lưu hành còn giá trị sử dụng nhưng chở không đúng loại hàng quy định trong giấy phép lưu hành.; Chở hàng siêu trường, siêu trọng có giấy phép lưu hành còn giá trị sử dụng nhưng tổng trọng lượng (sau khi đã xếp hàng lên xe) vượt quá quy định trong giấy phép lưu hành)",canonical
ND168_23_2_0562_a0,ND168_23_2_0562,"Không mang theo hồ sơ, giấy chứng nhận khi vận chuyển hàng hoá nguy hiểm",canonical
ND168_23_4_0563_a0,ND168_23_4_0563,Vận chuyển hàng hóa nguy hiểm dễ cháy nổ qua hầm dài từ 100m,canonical
ND168_23_3_0564_a0,ND168_23_3_0564,"Vận chuyển hàng nguy hiểm mà xe không dán nhãn, biểu trưng hoặc không lắp đèn, tín hiệu cảnh báo",canonical
ND168_23_5_0565_a0,ND168_23_5_0565,"vận chuyển hàng hoá nguy hiểm không có giấy phép vận chuyển hàng hóa nguy hiểm hoặc có nhưng hết hiệu lực hoặc không thực hiện đúng quy định trong giấy phép vận chuyển hàng hóa nguy hiểm, trừ các hành vi vi phạm quy định tại điểm a khoản 6 Điều 20 của Nghị định số 168/2024/NĐ-CP. (Cụ thể: Vận chuyển hàng hóa nguy hiểm, hàng độc hại, dễ cháy, dễ nổ, động vật, hàng có mùi hôi thối hoặc hàng hóa khác ảnh hưởng đến sức khỏe của hành khách trên xe)",canonical
ND168_23_7_a_0566_a0,ND168_23_7_a_0566,"Thực hiện hành vi quy định tại khoản 3, khoản 4 Điều 23 Nghị định số 168/2024/NĐ-CP (Cụ thể: hành vi vận chuyển hàng nguy hiểm mà xe ô tô không dán nhãn, biểu trưng nhận diện hàng hóa nguy hiểm; xe ô tô không lắp đèn hoặc tín hiệu cảnh báo theo quy định.; hành vi vận chuyển hàng hoá nguy hiểm là thuốc nổ, khí đốt, xăng, dầu và các chất dễ cháy, nổ, chất rắn khử nhạy khác đi qua các công trình hầm có chiều dài từ 100 mét trở lên)",canonical
ND168_23_7_b_0567_a0,ND168_23_7_b_0567,Thực hiện hành vi quy định tại khoản 5 Điều 23 Nghị định số 168/2024/NĐ-CP,canonical
ND168_23_6_0568_a0,ND168_23_6_0568,Gây ô nhiễm môi trường,canonical
ND168_24_2_0569_a0,ND168_24_2_0569,"Vận chuyển thực phẩm tươi sống không đảm bảo an toàn, vệ sinh",canonical
ND168_24_3_0570_a0,ND168_24_3_0570,"hành vi vi phạm quy định tại khoản 2 Điều 24 Nghị định số 168/2024/NĐ-CP (Cụ thể: hành vi vi phạm vận chuyển thực phẩm tươi sống không chấp hành quy định về an toàn thực phẩm, vệ sinh dịch tễ, phòng dịch và bảo đảm vệ sinh môi trường theo quy định)",canonical
ND168_24_1_0571_a0,ND168_24_1_0571,"Vận chuyển động vật sống, thực phẩm tươi sống không mang đủ giấy tờ",canonical
ND168_25_2_0572_a0,ND168_25_2_0572,"hành vi vi phạm quy định tại khoản 1 Điều 25 Nghị định số 168/2024/NĐ-CP (Cụ thể: hành vi điều khiển xe không chạy đúng tuyến, phạm vi, thời gian quy định)",canonical
ND168_25_1_0573_a0,ND168_25_1_0573,"Điều khiển xe không chạy đúng tuyến, phạm vi, thời gian quy định",canonical
ND168_26_1_a_0574_a0,ND168_26_1_a_0574,Xếp hàng hóa vượt trọng tải trên 10% đến 50% (trừ xe xi téc),canonical
ND168_26_1_a_0575_a0,ND168_26_1_a_0575,Xếp hàng hóa vượt trọng tải trên 20% đến 50% đối với xe xi téc,canonical
ND168_26_1_b_0576_a0,ND168_26_1_b_0576,Không ký xác nhận xếp hàng hóa vào giấy vận tải,canonical
ND168_26_2_a_0577_a0,ND168_26_2_a_0577,"Không đánh số thứ tự ghế ngồi, giường nằm trên xe ô tô chở hành khách",canonical
ND168_26_2_b_0578_a0,ND168_26_2_b_0578,Sử dụng xe ô tô kinh doanh vận tải không có chỗ ưu tiên theo quy định,canonical
ND168_26_2_d_0579_a0,ND168_26_2_d_0579,Không bố trí người áp tải trên xe vận chuyển hàng hóa nguy hiểm,canonical
ND168_26_2_c_0580_a0,ND168_26_2_c_0580,"Sử dụng xe ô tô kinh doanh vận tải hành khách không có hướng dẫn an toàn, thoát hiểm",canonical
ND168_26_2_đ_0581_a0,ND168_26_2_đ_0581,"Không cấp hoặc cấp không đúng lệnh vận chuyển, giấy vận tải",canonical
ND168_26_2_e_0582_a0,ND168_26_2_e_0582,Không làm sạch hoặc bóc biểu trưng nguy hiểm trên xe vận chuyển hàng hoá nguy hiểm,canonical
ND168_26_4_a_0583_a0,ND168_26_4_a_0583,Không cấp thẻ nhận dạng lái xe cho lái xe,canonical
ND168_26_3_0584_a0,ND168_26_3_0584,Xếp hàng hóa lên xe ô tô vượt quá trọng tải cho phép trên 50% đến 100%,canonical
ND168_26_4_d_0585_a0,ND168_26_4_d_0585,"Sử dụng lái xe, người áp tải không được tập huấn về vận chuyển hàng hoá nguy hiểm",canonical
ND168_26_4_c_0586_a0,ND168_26_4_c_0586,"Sử dụng lái xe, người quản lý không được hướng dẫn quy trình an toàn đưa đón trẻ em",canonical
ND168_26_4_b_0587_a0,ND168_26_4_b_0587,"Sử dụng lái xe, nhân viên phục vụ không được tập huấn nghiệp vụ",canonical
ND168_26_4_g_0588_a0,ND168_26_4_g_0588,"Không niêm yết thông tin trên xe hoặc niêm yết không chính xác, không đầy đủ",canonical
ND168_26_4_đ_0589_a0,ND168_26_4_đ_0589,Sử dụng xe ô tô kinh doanh vận tải hành khách không có dây đai an toàn,canonical
ND168_26_4_e_0590_a0,ND168_26_4_e_0590,Sử dụng xe chở học sinh không có dây đai an toàn hoặc ghế ngồi phù hợp,canonical
ND168_26_6_a_0591_a0,ND168_26_6_a_0591,Sử dụng xe vận chuyển động vật sống không có kết cấu phù hợp,canonical
ND168_26_6_b_0592_a0,ND168_26_6_b_0592,Sử dụng xe chở học sinh không có thiết bị ghi nhận hình ảnh hoặc thiết bị chống bỏ quên trẻ em,canonical
ND168_26_5_0593_a0,ND168_26_5_0593,Xếp hàng hóa lên xe ô tô vượt quá trọng tải cho phép trên 100%,canonical
ND168_26_6_d_0594_a0,ND168_26_6_d_0594,Sử dụng xe chở học sinh không có biển báo nhận biết,canonical
ND168_26_7_a_0595_a0,ND168_26_7_a_0595,"Không cung cấp, cập nhật, truyền, lưu trữ, quản lý thông tin từ thiết bị giám sát hành trình",canonical
ND168_26_6_c_0596_a0,ND168_26_6_c_0596,"Sử dụng xe chở trẻ em, học sinh không có màu sơn theo quy định",canonical
ND168_26_7_d_0597_a0,ND168_26_7_d_0597,Sử dụng xe trung chuyển chở hành khách không đúng quy định,canonical
ND168_26_7_c_0598_a0,ND168_26_7_c_0598,"Sử dụng phương tiện không lắp, lắp không hoạt động hoặc làm sai lệch dữ liệu thiết bị giám sát hành trình",canonical
ND168_26_7_b_0599_a0,ND168_26_7_b_0599,Không thực hiện đúng nội dung thông tin đã niêm yết trên xe,canonical
ND168_26_7_g_0600_a0,ND168_26_7_g_0600,Sử dụng xe ô tô kinh doanh vận tải không lắp hoặc lắp thiết bị ghi hình không đúng quy định,canonical
ND168_26_7_e_0601_a0,ND168_26_7_e_0601,Vi phạm quy định về vận tải hành khách theo hợp đồng,canonical
ND168_26_7_đ_0602_a0,ND168_26_7_đ_0602,Sử dụng lái xe chưa đủ số năm kinh nghiệm,canonical
ND168_26_7_h_0603_a0,ND168_26_7_h_0603,"Không cung cấp, cập nhật, truyền dẫn, lưu trữ, quản lý dữ liệu từ thiết bị ghi hình",canonical
ND168_26_8_a_0604_a0,ND168_26_8_a_0604,Không tổ chức khám sức khỏe định kỳ cho lái xe hoặc khám không đầy đủ,canonical
ND168_26_7_i_0605_a0,ND168_26_7_i_0605,Sử dụng phương tiện kinh doanh vận tải không đảm bảo niên hạn sử dụng,canonical
ND168_26_9_a_0606_a0,ND168_26_9_a_0606,Không có nhân sự cho từng vị trí công việc theo quy định,canonical
ND168_26_8_c_0607_a0,ND168_26_8_c_0607,"Đón, trả khách hoặc hàng hóa trên đường cao tốc",canonical
ND168_26_8_b_0608_a0,ND168_26_8_b_0608,Vi phạm quy định kinh doanh vận tải bằng ô tô gây tai nạn giao thông nghiêm trọng trở lên,canonical
ND168_26_10_a_0609_a0,ND168_26_10_a_0609,"Làm sai lệch thông tin, dữ liệu của thiết bị giám sát hành trình",canonical
ND168_26_9_b_0610_a0,ND168_26_9_b_0610,"Không báo cáo cập nhật, thay đổi phần mềm thiết bị giám sát hành trình",canonical
ND168_26_10_b_0611_a0,ND168_26_10_b_0611,"Làm sai lệch thông tin, dữ liệu của thiết bị ghi nhận hình ảnh người lái xe",canonical
ND168_26_12_0612_a0,ND168_26_12_0612,"hành vi vi phạm quy định tại điểm c khoản 2; điểm a, điểm b, điểm đ, điểm g khoản 4; điểm b, điểm c, điểm d, điểm đ, điểm e, điểm g khoản 7; điểm c khoản 8 Điều 26 Nghị định số 168/2024/NĐ-CP (Cụ thể: Sử dụng xe ô tô kinh doanh vận tải hành khách không có hướng dẫn cho hành khách về an toàn giao thông, thoát hiểm khi xảy ra sự cố trên xe theo quy định; Không cấp thẻ nhận dạng lái xe cho lái xe theo quy định; Sử dụng lái xe, nhân viên phục vụ trên xe để tham gia kinh doanh vận tải bằng xe ô tô mà không được tập huấn, hướng dẫn về nghiệp vụ vận tải hành khách và an toàn giao thông theo quy định; Sử dụng xe ô tô kinh doanh vận tải hành khách không có dây đai an toàn tại các vị trí ghế ngồi, giường nằm theo quy định (trừ xe buýt nội tỉnh); Không thực hiện việc niêm yết thông tin trên xe theo quy định hoặc có niêm yết nhưng không chính xác, không đầy đủ thông tin theo quy định.; Không thực hiện đúng nội dung thông tin đã niêm yết trên xe theo quy định; Sử dụng phương tiện kinh doanh vận tải không lắp thiết bị giám sát hành trình của xe (đối với hình thức kinh doanh vận tải có quy định phương tiện phải lắp thiết bị) hoặc lắp thiết bị nhưng thiết bị không hoạt động, không đúng quy chuẩn theo quy định hoặc làm sai lệch dữ liệu của thiết bị giám sát hành trình của xe ô tô; Sử dụng xe trung chuyển chở hành khách không đúng quy định; Sử dụng lái xe điều khiển xe khách giường nằm hai tầng, xe ô tô đưa đón trẻ em mầm non, học sinh chưa đủ số năm kinh nghiệm theo quy định; Sử dụng xe kinh doanh vận tải hành khách theo hợp đồng mà trên xe không có hợp đồng vận tải, danh sách hành khách kèm theo, thiết bị để truy cập nội dung hợp đồng điện tử và danh sách hành khách theo quy định hoặc có hợp đồng vận tải, danh sách hành khách, thiết bị để truy cập nhưng không bảo đảm yêu cầu theo quy định, chở người không có tên trong danh sách hành khách hoặc vận chuyển không đúng đối tượng theo quy định (đối với xe kinh doanh vận tải hành khách theo hợp đồng vận chuyển trẻ em mầm non, học sinh, sinh viên, cán bộ, công chức, viên chức, công nhân); Sử dụng xe ô tô kinh doanh vận tải không lắp thiết bị ghi nhận hình ảnh người lái xe theo quy định (đối với loại xe có quy định phải lắp thiết bị ghi nhận hình ảnh người lái xe) hoặc có lắp thiết bị ghi nhận hình ảnh người lái xe nhưng không ghi, không lưu trữ được dữ liệu trên xe trong quá trình xe tham gia giao thông theo quy định hoặc làm sai lệch dữ liệu của thiết bị ghi nhận hình ảnh người lái xe lắp trên xe ô tô; Sử dụng xe ô tô kinh doanh vận tải để đón, trả khách; nhận, trả hàng trên đường cao tốc.)",canonical
ND168_26_11_0613_a0,ND168_26_11_0613,"tái phạm hành vi quy định tại điểm a, điểm h khoản 7 Điều 26 Nghị định số 168/2024/NĐ-CP (Cụ thể: Không thực hiện việc cung cấp, cập nhật, truyền, lưu trữ, quản lý thông tin, dữ liệu từ thiết bị giám sát hành trình theo quy định; Không thực hiện việc cung cấp, cập nhật, truyền dẫn, lưu trữ, quản lý thông tin, dữ liệu thu thập từ thiết bị ghi nhận hình ảnh người lái xe lắp trên xe ô tô theo quy định)",canonical
ND168_26_13_d_0614_a0,ND168_26_13_d_0614,"Thực hiện hành vi quy định tại điểm a, điểm h khoản 7; khoản 11 Điều 26 Nghị định số 168/2024/NĐ-CP (Cụ thể: Không thực hiện việc cung cấp, cập nhật, truyền, lưu trữ, quản lý thông tin, dữ liệu từ thiết bị giám sát hành trình theo quy định; Không thực hiện việc cung cấp, cập nhật, truyền dẫn, lưu trữ, quản lý thông tin, dữ liệu thu thập từ thiết bị ghi nhận hình ảnh người lái xe lắp trên xe ô tô theo quy định)",canonical
ND168_26_13_b_0615_a0,ND168_26_13_b_0615,"Thực hiện hành vi quy định tại điểm b, điểm c, điểm d khoản 4; điểm a khoản 8 Điều 26 Nghị định số 168/2024/NĐ-CP (Cụ thể: Sử dụng lái xe, nhân viên phục vụ trên xe để tham gia kinh doanh vận tải bằng xe ô tô mà không được tập huấn, hướng dẫn về nghiệp vụ vận tải hành khách và an toàn giao thông theo quy định; Sử dụng lái xe, người quản lý trên xe để tham gia kinh doanh vận tải bằng xe ô tô mà không được hướng dẫn về quy trình bảo đảm an toàn khi đưa đón trẻ em mầm non, học sinh; Sử dụng lái xe, người áp tải vận chuyển hàng hoá nguy hiểm mà không được tập huấn về vận chuyển hàng hoá nguy hiểm; Không tổ chức khám sức khỏe định kỳ cho lái xe theo quy định hoặc có tổ chức khám nhưng không đầy đủ các nội dung theo quy định)",canonical
ND168_26_13_c_0616_a0,ND168_26_13_c_0616,"Thực hiện hành vi quy định tại điểm đ, điểm e khoản 4; điểm c, điểm g khoản 7 Điều 26 Nghị định số 168/2024/NĐ-CP (Cụ thể: Sử dụng xe ô tô kinh doanh vận tải hành khách không có dây đai an toàn tại các vị trí ghế ngồi, giường nằm theo quy định (trừ xe buýt nội tỉnh); Sử dụng xe ô tô kinh doanh vận tải chở trẻ em mầm non, học sinh tiểu học, xe ô tô kinh doanh vận tải kết hợp với hoạt động đưa đón trẻ em mầm non, học sinh tiểu học không có dây đai an toàn phù hợp với lứa tuổi hoặc không có ghế ngồi phù hợp với lứa tuổi theo quy định; Sử dụng phương tiện kinh doanh vận tải không lắp thiết bị giám sát hành trình của xe (đối với hình thức kinh doanh vận tải có quy định phương tiện phải lắp thiết bị) hoặc lắp thiết bị nhưng thiết bị không hoạt động, không đúng quy chuẩn theo quy định hoặc làm sai lệch dữ liệu của thiết bị giám sát hành trình của xe ô tô; Sử dụng xe ô tô kinh doanh vận tải không lắp thiết bị ghi nhận hình ảnh người lái xe theo quy định (đối với loại xe có quy định phải lắp thiết bị ghi nhận hình ảnh người lái xe) hoặc có lắp thiết bị ghi nhận hình ảnh người lái xe nhưng không ghi, không lưu trữ được dữ liệu trên xe trong quá trình xe tham gia giao thông theo quy định hoặc làm sai lệch dữ liệu của thiết bị ghi nhận hình ảnh người lái xe lắp trên xe ô tô)",canonical
ND168_26_13_đ_0617_a0,ND168_26_13_đ_0617,"Thực hiện hành vi quy định tại điểm c, điểm d khoản 6 Điều 26 Nghị định số 168/2024/NĐ-CP (Cụ thể: Sử dụng xe ô tô kinh doanh vận tải chở trẻ em mầm non, học sinh không có màu sơn theo quy định; Sử dụng xe ô tô kinh doanh vận tải chở trẻ em mầm non, học sinh, xe ô tô kinh doanh vận tải kết hợp với hoạt động đưa đón trẻ em mầm non, học sinh không có biển báo dấu hiệu nhận biết là xe chở trẻ em mầm non, học sinh theo quy định.)",canonical
ND168_26_14_b_0618_a0,ND168_26_14_b_0618,"Thực hiện hành vi quy định tại điểm c khoản 8 Điều 26 Nghị định số 168/2024/NĐ-CP (Cụ thể: Sử dụng xe ô tô kinh doanh vận tải để đón, trả khách; nhận, trả hàng trên đường cao tốc.)",canonical
ND168_26_14_a_0619_a0,ND168_26_14_a_0619,"Thực hiện hành vi quy định tại điểm đ khoản 2; điểm b, điểm c, điểm d khoản 6; điểm b, điểm c, điểm e, điểm i khoản 7 Điều 26 Nghị định số 168/2024/NĐ-CP (Cụ thể: Không cấp lệnh vận chuyển, giấy vận tải cho lái xe hoặc cấp lệnh vận chuyển, giấy vận tải nhưng không đúng theo quy định; Sử dụng xe ô tô kinh doanh vận tải chở trẻ em mầm non, học sinh, xe ô tô kinh doanh vận tải kết hợp với hoạt động đưa đón trẻ em mầm non, học sinh không có thiết bị ghi nhận hình ảnh trẻ em mầm non, học sinh hoặc không có thiết bị có chức năng cảnh báo, chống bỏ quên trẻ em trên xe hoặc không có thiết bị ghi nhận hình ảnh trẻ em mầm non, học sinh và thiết bị có chức năng cảnh báo, chống bỏ quên trẻ em trên xe; Sử dụng xe ô tô kinh doanh vận tải chở trẻ em mầm non, học sinh không có màu sơn theo quy định; Sử dụng xe ô tô kinh doanh vận tải chở trẻ em mầm non, học sinh, xe ô tô kinh doanh vận tải kết hợp với hoạt động đưa đón trẻ em mầm non, học sinh không có biển báo dấu hiệu nhận biết là xe chở trẻ em mầm non, học sinh theo quy định.; Không thực hiện đúng nội dung thông tin đã niêm yết trên xe theo quy định; Sử dụng phương tiện kinh doanh vận tải không lắp thiết bị giám sát hành trình của xe (đối với hình thức kinh doanh vận tải có quy định phương tiện phải lắp thiết bị) hoặc lắp thiết bị nhưng thiết bị không hoạt động, không đúng quy chuẩn theo quy định hoặc làm sai lệch dữ liệu của thiết bị giám sát hành trình của xe ô tô; Sử dụng xe kinh doanh vận tải hành khách theo hợp đồng mà trên xe không có hợp đồng vận tải, danh sách hành khách kèm theo, thiết bị để truy cập nội dung hợp đồng điện tử và danh sách hành khách theo quy định hoặc có hợp đồng vận tải, danh sách hành khách, thiết bị để truy cập nhưng không bảo đảm yêu cầu theo quy định, chở người không có tên trong danh sách hành khách hoặc vận chuyển không đúng đối tượng theo quy định (đối với xe kinh doanh vận tải hành khách theo hợp đồng vận chuyển trẻ em mầm non, học sinh, sinh viên, cán bộ, công chức, viên chức, công nhân); Sử dụng phương tiện kinh doanh vận tải có niên hạn sử dụng không bảo đảm điều kiện của hình thức kinh doanh đã đăng ký.)",canonical
ND168_27_1_c_0620_a0,ND168_27_1_c_0620,Không lắp hoặc làm sai lệch dữ liệu thiết bị ghi hình người lái,canonical
ND168_27_1_a_0621_a0,ND168_27_1_a_0621,"Không hướng dẫn trẻ em mầm non, học sinh ngồi đúng vị trí",canonical
ND168_27_1_b_0622_a0,ND168_27_1_b_0622,Không có dây đai an toàn hoặc ghế ngồi phù hợp lứa tuổi cho học sinh,canonical
ND168_27_3_a_0623_a0,ND168_27_3_a_0623,"Xe không có, không có tác dụng hoặc làm sai lệch dữ liệu thiết bị giám sát hành trình",canonical
ND168_27_3_b_0624_a0,ND168_27_3_b_0624,Điều khiển xe không có thiết bị ghi hình hoặc cảnh báo chống bỏ quên trẻ em,canonical
ND168_27_2_0625_a0,ND168_27_2_0625,"Không có hoặc không đủ người quản lý trên xe chở trẻ em, học sinh",canonical
ND168_27_3_d_0626_a0,ND168_27_3_d_0626,Điều khiển xe chở học sinh không có biển báo nhận biết,canonical
ND168_27_3_c_0627_a0,ND168_27_3_c_0627,Điều khiển xe ô tô chở học sinh không có màu sơn theo quy định,canonical
ND168_27_4_0628_a0,ND168_27_4_0628,"hành vi quy định tại khoản 2, khoản 3 Điều 27 Nghị định số 168/2024/NĐ-CP (Cụ thể: Điều khiển xe không có thiết bị giám sát hành trình hoặc có lắp thiết bị giám sát hành trình nhưng không có tác dụng trong quá trình xe tham gia giao thông theo quy định hoặc làm sai lệch dữ liệu của thiết bị giám sát hành trình lắp trên xe ô tô; Điều khiển xe không có thiết bị ghi nhận hình ảnh trẻ em mầm non, học sinh hoặc không có thiết bị có chức năng cảnh báo, chống bỏ quên trẻ em trên xe hoặc không có thiết bị ghi nhận hình ảnh trẻ em mầm non, học sinh và thiết bị có chức năng cảnh báo, chống bỏ quên trẻ em trên xe; Điều khiển xe ô tô kinh doanh vận tải chở trẻ em mầm non, học sinh, xe ô tô kinh doanh vận tải kết hợp với hoạt động đưa đón trẻ em mầm non, học sinh không có biển báo dấu hiệu nhận biết là xe chở trẻ em mầm non, học sinh theo quy định.; Điều khiển xe ô tô kinh doanh vận tải chở trẻ em mầm non, học sinh không có màu sơn theo quy định)",canonical
ND168_28_3_0629_a0,ND168_28_3_0629,"hành vi điều khiển xe hoạt động không đúng tuyến đường, lịch trình, thời gian được phép hoạt động hoặc phạm vi hoạt động theo quy định, trừ hành vi vi phạm quy định tại điểm b khoản 7 Điều 6 của Nghị định số 168/2024/NĐ-CP. (Cụ thể: Điều khiển xe chở người bốn bánh có gắn động cơ, xe chở hàng bốn bánh có gắn động cơ đi vào đường cao tốc)",canonical
ND168_28_1_0630_a0,ND168_28_1_0630,Chở quá số người quy định,canonical
ND168_28_2_0631_a0,ND168_28_2_0631,Điều khiển xe kinh doanh vận tải không có hoặc sử dụng phù hiệu không hợp lệ,canonical
ND168_29_1_0632_a0,ND168_29_1_0632,Không lắp hoặc lắp không có tác dụng thiết bị ghi nhận hình ảnh người lái xe,canonical
ND168_28_4_a_0633_a0,ND168_28_4_a_0633,"Thực hiện hành vi quy định tại khoản 2 Điều 28 Nghị định số 168/2024/NĐ-CP (Cụ thể: hành vi điều khiển xe chở người bốn bánh có gắn động cơ kinh doanh vận tải, xe chở hàng bốn bánh có gắn động cơ kinh doanh vận tải không có hoặc không gắn phù hiệu theo quy định hoặc có nhưng đã hết giá trị sử dụng hoặc sử dụng phù hiệu không do cơ quan có thẩm quyền cấp)",canonical
ND168_28_4_b_0634_a0,ND168_28_4_b_0634,Thực hiện hành vi quy định tại khoản 3 Điều 28 Nghị định số 168/2024/NĐ-CP,canonical
ND168_29_2_0635_a0,ND168_29_2_0635,"Điều khiển xe cứu hộ không có dụng cụ, thiết bị chuyên dùng",canonical
ND168_29_4_0636_a0,ND168_29_4_0636,hành vi quy định tại khoản 3 Điều 29 Nghị định số 168/2024/NĐ-CP (Cụ thể: điều khiển xe ô tô cứu hộ giao thông đường bộ không lắp thiết bị giám sát hành trình hoặc có lắp thiết bị giám sát hành trình nhưng không có tác dụng trong quá trình xe tham gia giao thông theo quy định hoặc làm sai lệch dữ liệu của thiết bị giám sát hành trình lắp trên xe ô tô),canonical
ND168_29_3_0637_a0,ND168_29_3_0637,"Không lắp, lắp không có tác dụng hoặc làm sai lệch dữ liệu thiết bị giám sát hành trình",canonical
ND168_30_1_0638_a0,ND168_30_1_0638,Vi phạm về thiết bị ghi nhận hình ảnh người lái xe trên xe cứu thương,canonical
ND168_30_2_0639_a0,ND168_30_2_0639,Không lắp hoặc làm sai lệch dữ liệu thiết bị giám sát hành trình trên xe cứu thương,canonical
ND168_30_3_0640_a0,ND168_30_3_0640,hành vi quy định tại khoản 2 Điều 30 Nghị định số 168/2024/NĐ-CP (Cụ thể: điều khiển xe ô tô cứu thương không lắp thiết bị giám sát hành trình hoặc có lắp thiết bị giám sát hành trình nhưng không có tác dụng trong quá trình xe tham gia giao thông theo quy định hoặc làm sai lệch dữ liệu của thiết bị giám sát hành trình lắp trên xe ô tô),canonical
ND168_31_3_0641_a0,ND168_31_3_0641,"hành vi vi phạm quy định tại khoản 1, khoản 2 Điều 31 của Nghị định số 168/2024/NĐ-CP (Cụ thể: hành vi mua, bán biển số xe không phải là biển số do cơ quan nhà nước có thẩm quyền sản xuất hoặc không được cơ quan nhà nước có thẩm quyền cho phép; thực hiện hành vi sản xuất biển số trái phép hoặc sản xuất, lắp ráp trái phép phương tiện giao thông cơ giới đường bộ)",canonical
ND168_31_2_0642_a0,ND168_31_2_0642,"Sản xuất biển số trái phép hoặc sản xuất, lắp ráp trái phép phương tiện giao thông cơ giới đường bộ",canonical
ND168_31_1_0643_a0,ND168_31_1_0643,"Mua, bán biển số xe trái phép",canonical
ND168_31_4_0644_a0,ND168_31_4_0644,"hành vi quy định tại khoản 1 Điều 31 Nghị định số 168/2024/NĐ-CP (Cụ thể: hành vi mua, bán biển số xe không phải là biển số do cơ quan nhà nước có thẩm quyền sản xuất hoặc không được cơ quan nhà nước có thẩm quyền cho phép)",canonical
ND168_31_4_0645_a0,ND168_31_4_0645,"hành vi quy định tại khoản 2 Điều 31 Nghị định số 168/2024/NĐ-CP (Cụ thể: thực hiện hành vi sản xuất biển số trái phép hoặc sản xuất, lắp ráp trái phép phương tiện giao thông cơ giới đường bộ)",canonical
ND168_32_1_a_0646_a0,ND168_32_1_a_0646,"Tự ý thay đổi nhãn hiệu, màu sơn của xe không đúng với chứng nhận đăng ký xe",canonical
ND168_32_1_b_0647_a0,ND168_32_1_b_0647,Đưa phương tiện không có giấy chứng nhận kiểm định khí thải,canonical
ND168_32_1_b_0648_a0,ND168_32_1_b_0648,Đưa phương tiện có giấy chứng nhận kiểm định khí thải đã hết hạn,canonical
ND168_32_1_b_0649_a0,ND168_32_1_b_0649,Sử dụng giấy chứng nhận kiểm định khí thải không do cơ quan có thẩm quyền cấp,canonical
